A_Index;Aussenqualitaet;Aussenzustand;Baujahr;Besonderheiten;Garagen;Garagenbaujahr;Grundstueck_qm;Heizungszustand;Kamine;Kaminqualitaet;Keller;Kuechenzustand;Lage;Qualitaet;Renovierungsjahr;Steuerzuordnung;Verkaufsjahr;Wohnflaeche_qm;Zustand;Zz_Verkaufspreis
438;Durchschnitt;Durchschnitt;1961.0;;1.0;1961.0;742;Sehr gut;1;Gut;Rohbau;Gut;Queensland Doors;6;0.0;1;2018;932;5;150864
905;Gut;Durchschnitt;2017.0;;2.0;2017.0;1125;Sehr gut;1;Gut;Guter Wohnraum;Gut;Upper East Side;7;2018.0;1;2023;1947;5;377314
2313;Durchschnitt;Durchschnitt;1983.0;;2.0;1983.0;1195;Durchschnitt;0;;Mittlerer Wohnraum;Durchschnitt;Upper East Side;7;0.0;1;2020;1670;6;223708
175;Gut;Durchschnitt;2007.0;;3.0;2007.0;1278;Sehr gut;1;Gut;Guter Wohnraum;Gut;Upper East Side;8;0.0;4;2019;2340;5;387187
1343;Gut;Durchschnitt;2015.0;;2.0;2015.0;1172;Sehr gut;1;Gut;Rohbau;Gut;Upper East Side;8;0.0;2;2016;2064;5;281216
1249;Sehr gut;Durchschnitt;2018.0;;3.0;2018.0;1294;Sehr gut;1;Gut;Guter Wohnraum;Sehr gut;Heroes Park;9;0.0;3;2019;1950;5;484617
721;Durchschnitt;Durchschnitt;1937.0;;0.0;;501;Durchschnitt;0;;Freizeitraum;Durchschnitt;Lower East Side;5;1962.0;4;2020;864;6;128961
1172;Gut;Durchschnitt;2018.0;;3.0;2019.0;1038;Sehr gut;0;;Guter Wohnraum;Gut;Upper East Side;8;2019.0;1;2020;1537;5;386883
844;Gut;Durchschnitt;2017.0;;2.0;2018.0;554;Sehr gut;1;Gut;Guter Wohnraum;Gut;Heroes Park;8;2018.0;1;2019;1342;5;296400
1068;Durchschnitt;Durchschnitt;1979.0;;2.0;1979.0;963;Sehr gut;0;;Freizeitraum;Durchschnitt;Upper East Side;5;0.0;1;2017;1620;5;177818
675;Durchschnitt;Durchschnitt;1982.0;;2.0;1987.0;643;Gut;0;;Mittlerer Wohnraum;Sehr gut;Upper West Side;5;2010.0;5;2017;864;5;148572
1601;Gut;Durchschnitt;2008.0;;3.0;2008.0;942;Sehr gut;1;Durchschnitt;Guter Wohnraum;Gut;Upper West Side;8;0.0;1;2015;2214;5;290409
386;Durchschnitt;Durchschnitt;1981.0;;0.0;;596;Durchschnitt;0;;Guter Wohnraum;Durchschnitt;Upper East Side;5;0.0;5;2017;796;7;161440
307;Gut;Durchschnitt;2016.0;;3.0;2016.0;1021;Sehr gut;1;Gut;Rohbau;Gut;Heroes Park;8;0.0;3;2017;1634;5;292464
853;Durchschnitt;Durchschnitt;1965.0;Familienverkauf;2.0;2006.0;731;Durchschnitt;0;;Mittlerer Wohnraum;Durchschnitt;Lower East Side;4;0.0;3;2017;864;5;92740
2457;Durchschnitt;Durchschnitt;1969.0;;1.0;1969.0;792;Durchschnitt;2;Gut;Mittlerer Wohnraum;Durchschnitt;Queensland Doors;5;0.0;1;2020;1176;4;179624
2062;Gut;Durchschnitt;2018.0;;3.0;2018.0;996;Sehr gut;1;Gut;Rohbau;Gut;Heroes Park;8;0.0;5;2021;1717;5;349669
489;Durchschnitt;Durchschnitt;1949.0;;1.0;1949.0;1051;Sehr gut;1;Gut;Kein Wohnraum;Gut;Upper East Side;5;2007.0;1;2020;1938;6;260554
1928;Durchschnitt;Gut;1982.0;;1.0;1982.0;852;Sehr gut;0;;Freizeitraum;Durchschnitt;Upper West Side;5;0.0;1;2016;864;7;144545
1194;Durchschnitt;Gut;1956.0;;2.0;1959.0;445;Sehr gut;2;Gut;Mittlerer Wohnraum;Durchschnitt;Lower East Side;6;1959.0;5;2015;1664;7;171974
380;Schlecht;Durchschnitt;1925.0;;0.0;;977;Sehr gut;0;;Niedrige Qualität;Schlecht;Upper East Side;6;2006.0;1;2018;3395;7;243330
656;Durchschnitt;Durchschnitt;1967.0;;1.0;1967.0;1273;Gut;1;Gut;Freizeitraum;Durchschnitt;Lower East Side;5;2009.0;4;2018;1375;5;227514
752;Durchschnitt;Durchschnitt;1935.0;;1.0;1935.0;498;Durchschnitt;0;;Rohbau;Durchschnitt;Lower East Side;5;1960.0;2;2016;844;7;125422
1714;Gut;Durchschnitt;2012.0;;3.0;2012.0;1137;Sehr gut;2;Durchschnitt;Guter Wohnraum;Gut;Upper West Side;8;0.0;2;2021;2687;5;447522
904;Durchschnitt;Durchschnitt;1975.0;;2.0;1975.0;925;Durchschnitt;0;;Mittlerer Wohnraum;Durchschnitt;Queensland Doors;5;0.0;3;2017;1073;7;182497
1649;Durchschnitt;Durchschnitt;1937.0;;2.0;1977.0;461;Gut;0;;Rohbau;Durchschnitt;Lower East Side;5;2016.0;3;2020;764;5;96063
342;Durchschnitt;Durchschnitt;1980.0;;2.0;1980.0;994;Sehr gut;1;Sehr schlecht;Mittlerer Wohnraum;Durchschnitt;Upper East Side;5;0.0;5;2019;1968;4;217634
722;Gut;Durchschnitt;2014.0;;2.0;2014.0;873;Sehr gut;1;Gut;Rohbau;Gut;Upper West Side;8;0.0;5;2020;1795;5;302664
2281;Gut;Durchschnitt;2012.0;;3.0;2012.0;1276;Sehr gut;1;Durchschnitt;Guter Wohnraum;Gut;Upper West Side;8;0.0;4;2020;2198;5;328982
1718;Durchschnitt;Durchschnitt;1983.0;;2.0;1983.0;755;Durchschnitt;0;;Mittlerer Wohnraum;Durchschnitt;Queensland Doors;4;0.0;2;2023;882;5;186510
1262;Gut;Durchschnitt;2014.0;;2.0;2014.0;1112;Sehr gut;1;Gut;Rohbau;Gut;Upper West Side;7;2015.0;2;2016;1948;5;219348
812;Durchschnitt;Gut;1909.0;;1.0;1909.0;629;Sehr gut;0;;Rohbau;Schlecht;Lower East Side;4;2007.0;2;2015;720;8;93991
1304;Durchschnitt;Durchschnitt;1938.0;;1.0;1953.0;914;Schlecht;0;;Rohbau;Durchschnitt;Lower East Side;4;1963.0;2;2022;572;6;85398
208;Durchschnitt;Durchschnitt;1976.0;;2.0;1976.0;873;Sehr gut;0;;Rohbau;Durchschnitt;Upper East Side;5;0.0;4;2019;1625;6;177777
2413;Gut;Durchschnitt;2011.0;;3.0;2011.0;1422;Sehr gut;1;Durchschnitt;Mittlerer Wohnraum;Gut;Upper East Side;7;0.0;2;2021;2312;5;335299
2026;Durchschnitt;Durchschnitt;2002.0;;2.0;2002.0;898;Gut;1;Durchschnitt;Mittlerer Wohnraum;Durchschnitt;Upper East Side;4;0.0;1;2019;1689;5;289125
2073;Durchschnitt;Durchschnitt;1973.0;;1.0;1973.0;1159;Durchschnitt;0;;Mittlerer Wohnraum;Durchschnitt;Lower East Side;5;0.0;5;2019;912;6;182205
1828;Gut;Durchschnitt;2004.0;;2.0;2004.0;1177;Sehr gut;0;;Rohbau;Gut;Upper West Side;8;0.0;4;2016;2687;5;303713
634;Durchschnitt;Durchschnitt;1969.0;;1.0;1969.0;746;Durchschnitt;0;;Rohbau;Durchschnitt;Queensland Doors;4;0.0;2;2023;1337;5;159866
4;Schlecht;Durchschnitt;1933.0;;0.0;;680;Gut;0;;Rohbau;Schlecht;Lower East Side;4;1963.0;2;2022;1701;6;107659
2113;Durchschnitt;Durchschnitt;1967.0;;2.0;1977.0;665;Gut;1;Gut;Freizeitraum;Gut;Queensland Doors;5;0.0;1;2018;1074;5;150864
1192;Durchschnitt;Durchschnitt;1978.0;;2.0;1978.0;1373;Durchschnitt;1;Durchschnitt;Freizeitraum;Durchschnitt;Upper East Side;5;1990.0;4;2023;1264;5;250161
2211;Durchschnitt;Durchschnitt;1999.0;;2.0;1999.0;1289;Sehr gut;1;Schlecht;Guter Wohnraum;Gut;Upper East Side;7;2001.0;1;2021;1479;5;292189
2433;Durchschnitt;Durchschnitt;1961.0;;2.0;2011.0;1077;Gut;1;Sehr gut;;Durchschnitt;Lower East Side;5;2011.0;5;2015;1488;6;146016
852;Durchschnitt;Durchschnitt;2008.0;;2.0;2008.0;855;Sehr gut;0;;Guter Wohnraum;Durchschnitt;Upper West Side;6;0.0;1;2017;1796;5;246840
2202;Durchschnitt;Durchschnitt;1947.0;;1.0;1960.0;643;Sehr gut;0;;Rohbau;Gut;Lower East Side;5;2004.0;5;2015;1360;6;135740
2229;Gut;Durchschnitt;2019.0;;3.0;2019.0;327;Sehr gut;1;Durchschnitt;Rohbau;Gut;Upper East Side;7;0.0;3;2021;1555;5;238131
1292;Gut;Durchschnitt;2005.0;;3.0;2005.0;892;Sehr gut;1;Sehr gut;Mittlerer Wohnraum;Gut;Upper West Side;8;0.0;5;2016;2726;5;393702
1706;Gut;Durchschnitt;2018.0;;2.0;2018.0;281;Sehr gut;1;Durchschnitt;Guter Wohnraum;Gut;Upper East Side;7;2019.0;3;2022;1555;5;219189
310;Durchschnitt;Durchschnitt;1967.0;;1.0;1967.0;537;Durchschnitt;0;;Rohbau;Gut;Lower East Side;5;0.0;5;2022;1387;4;105893
2362;Durchschnitt;Durchschnitt;1964.0;;0.0;;741;Gut;1;Gut;;Durchschnitt;Lower East Side;5;0.0;1;2016;1124;5;104612
2322;Durchschnitt;Durchschnitt;2012.0;;4.0;2012.0;712;Sehr gut;2;Durchschnitt;Guter Wohnraum;Durchschnitt;Upper East Side;7;0.0;5;2021;2787;5;368829
2083;Durchschnitt;Durchschnitt;1963.0;;1.0;1963.0;1054;Durchschnitt;0;;Freizeitraum;Durchschnitt;Lower East Side;5;0.0;2;2022;1368;5;136637
262;Durchschnitt;Durchschnitt;1968.0;;2.0;1968.0;720;Durchschnitt;0;;Rohbau;Durchschnitt;Queensland Doors;5;0.0;4;2017;1560;5;150443
2092;Durchschnitt;Durchschnitt;1929.0;;0.0;;809;Sehr gut;0;;Rohbau;Gut;Lower East Side;5;1960.0;3;2016;819;4;80990
1146;Gut;Durchschnitt;2005.0;;2.0;2005.0;754;Sehr gut;0;;Guter Wohnraum;Gut;Upper East Side;6;2006.0;1;2020;1680;5;214496
2475;Durchschnitt;Durchschnitt;1990.0;;2.0;1990.0;946;Gut;2;Durchschnitt;Mittlerer Wohnraum;Gut;Upper East Side;6;2014.0;2;2023;1610;7;303450
594;Durchschnitt;Durchschnitt;1991.0;;0.0;;750;Durchschnitt;0;;Freizeitraum;Durchschnitt;Upper West Side;5;0.0;2;2022;1040;5;141192
2503;Gut;Gut;1987.0;;2.0;1987.0;968;Durchschnitt;1;Schlecht;Mittlerer Wohnraum;Gut;Heroes Park;5;2015.0;1;2018;1437;8;265230
2237;Durchschnitt;Durchschnitt;2006.0;;2.0;2006.0;891;Gut;1;Durchschnitt;Rohbau;Durchschnitt;Upper East Side;6;2007.0;2;2023;1655;5;260374
964;Durchschnitt;Durchschnitt;1912.0;;1.0;1990.0;753;Sehr gut;0;;Freizeitraum;Durchschnitt;Lower East Side;5;1962.0;2;2020;1367;8;156595
1412;Gut;Durchschnitt;2014.0;;2.0;2014.0;787;Sehr gut;0;;Freizeitraum;Gut;Upper East Side;6;0.0;5;2019;1728;5;262553
1084;Gut;Durchschnitt;2015.0;;3.0;2015.0;946;Sehr gut;1;Gut;Guter Wohnraum;Sehr gut;Heroes Park;8;0.0;1;2019;2332;5;399840
2057;Durchschnitt;Gut;1957.0;;1.0;1960.0;655;Durchschnitt;0;;Rohbau;Durchschnitt;Lower East Side;2;1961.0;4;2019;407;5;58837
2378;Gut;Durchschnitt;2009.0;;3.0;2009.0;822;Sehr gut;1;Durchschnitt;Guter Wohnraum;Sehr gut;Upper West Side;9;0.0;2;2015;2855;5;438048
999;Gut;Durchschnitt;2016.0;;2.0;2015.0;781;Sehr gut;1;Gut;Guter Wohnraum;Gut;Upper West Side;8;0.0;3;2017;1500;5;249178
2015;Durchschnitt;Durchschnitt;1977.0;;2.0;1977.0;1217;Durchschnitt;3;Schlecht;Kein Wohnraum;Durchschnitt;Queensland Doors;7;2002.0;1;2021;1986;6;280556
686;Durchschnitt;Durchschnitt;1926.0;;0.0;;628;Gut;0;;Rohbau;Durchschnitt;Upper East Side;5;2005.0;1;2016;1928;8;179978
1245;Durchschnitt;Gut;1969.0;;2.0;1969.0;1790;Gut;1;Gut;Rohbau;Gut;Upper East Side;6;2006.0;3;2018;2279;8;312679
949;Durchschnitt;Durchschnitt;1951.0;;2.0;1951.0;963;Durchschnitt;2;Gut;Kein Wohnraum;Durchschnitt;Lower East Side;6;1961.0;4;2019;1436;6;196124
647;Durchschnitt;Durchschnitt;1928.0;;2.0;1967.0;935;Durchschnitt;1;Durchschnitt;Rohbau;Gut;Lower East Side;4;1963.0;4;2022;2377;5;162712
1814;Durchschnitt;Durchschnitt;1968.0;Familienverkauf;1.0;1968.0;934;Durchschnitt;2;Gut;Freizeitraum;Durchschnitt;Queensland Doors;4;0.0;1;2021;1200;5;197073
2511;Schlecht;Schlecht;1923.0;;1.0;1988.0;1951;Durchschnitt;0;;;Durchschnitt;Lower East Side;2;1963.0;2;2022;810;4;65614
2354;Gut;Durchschnitt;2014.0;;2.0;2014.0;824;Sehr gut;1;Gut;Rohbau;Gut;Upper East Side;7;2015.0;5;2016;1598;5;226648
1065;Durchschnitt;Durchschnitt;1911.0;;2.0;1956.0;1216;Durchschnitt;0;;Rohbau;Durchschnitt;Lower East Side;5;1961.0;3;2018;2337;5;109498
2216;Gut;Durchschnitt;2013.0;;2.0;2013.0;824;Sehr gut;1;Durchschnitt;Rohbau;Gut;Upper West Side;8;2014.0;5;2020;2263;5;377672
978;Gut;Durchschnitt;2012.0;;3.0;2012.0;1518;Sehr gut;1;Durchschnitt;Guter Wohnraum;Gut;Heroes Park;8;2013.0;1;2019;2649;5;533015
1989;Durchschnitt;Durchschnitt;1979.0;;1.0;1979.0;1196;Schlecht;1;Durchschnitt;Freizeitraum;Durchschnitt;Upper East Side;5;1989.0;5;2016;1360;5;157480
1425;Durchschnitt;Durchschnitt;1950.0;;1.0;1990.0;539;Gut;0;;Rohbau;Durchschnitt;Lower East Side;4;1961.0;2;2018;1123;5;121665
619;Gut;Durchschnitt;2018.0;;3.0;2018.0;1204;Sehr gut;1;Gut;Guter Wohnraum;Sehr gut;Heroes Park;9;0.0;2;2020;2748;5;513213
1890;Durchschnitt;Durchschnitt;1969.0;;1.0;1969.0;671;Durchschnitt;0;;Niedrige Qualität;Durchschnitt;Queensland Doors;5;0.0;3;2016;1040;5;150394
866;Durchschnitt;Durchschnitt;1960.0;;1.0;1960.0;833;Sehr gut;1;Durchschnitt;Niedrige Qualität;Durchschnitt;Lower East Side;4;1992.0;1;2023;1531;6;187991
2316;Durchschnitt;Durchschnitt;1951.0;;2.0;1951.0;643;Sehr gut;2;Gut;Rohbau;Durchschnitt;Lower East Side;5;1961.0;3;2018;1072;8;158164
249;Durchschnitt;Durchschnitt;1977.0;;2.0;1977.0;962;Durchschnitt;0;;;Durchschnitt;Lower East Side;4;0.0;1;2016;1296;5;101237
1848;Gut;Durchschnitt;2015.0;;2.0;2015.0;906;Sehr gut;0;;Guter Wohnraum;Gut;Upper East Side;7;0.0;2;2021;1200;5;253048
1340;Gut;Durchschnitt;2016.0;;2.0;2016.0;714;Sehr gut;1;Gut;Guter Wohnraum;Sehr gut;Upper West Side;9;0.0;3;2017;1612;5;374237
2568;Durchschnitt;Gut;1884.0;;0.0;;465;Schlecht;0;;Niedrige Qualität;Durchschnitt;Lower East Side;8;1999.0;2;2020;2358;5;160543
630;Durchschnitt;Durchschnitt;1976.0;;2.0;1976.0;822;Durchschnitt;0;;Guter Wohnraum;Durchschnitt;Queensland Doors;6;0.0;1;2018;1042;5;195881
1776;Durchschnitt;Durchschnitt;1936.0;;2.0;1936.0;543;Gut;0;;Mittlerer Wohnraum;Gut;Lower East Side;5;1960.0;5;2017;1281;6;155006
1348;Durchschnitt;Durchschnitt;2008.0;;1.0;2008.0;361;Sehr gut;0;;Guter Wohnraum;Durchschnitt;Queensland Doors;7;0.0;4;2017;767;5;155591
1524;Durchschnitt;Durchschnitt;1921.0;;0.0;;1021;Gut;0;;Rohbau;Durchschnitt;Lower East Side;4;2007.0;3;2019;1594;6;149307
69;Gut;Durchschnitt;2014.0;;3.0;2014.0;932;Sehr gut;1;Gut;Rohbau;Gut;Upper East Side;8;0.0;4;2015;1801;5;259475
2080;Durchschnitt;Durchschnitt;1997.0;;2.0;1997.0;1150;Durchschnitt;0;;Freizeitraum;Gut;Upper East Side;5;0.0;1;2023;833;7;221888
1145;Durchschnitt;Durchschnitt;1940.0;;1.0;1940.0;563;Gut;1;Gut;Rohbau;Durchschnitt;Upper East Side;7;1962.0;3;2021;1477;7;198442
30;Durchschnitt;Durchschnitt;1987.0;;2.0;1987.0;985;Schlecht;1;Durchschnitt;Mittlerer Wohnraum;Durchschnitt;Upper East Side;7;0.0;2;2021;1193;5;216233
1829;Durchschnitt;Gut;1993.0;;2.0;1993.0;1084;Durchschnitt;1;Durchschnitt;Guter Wohnraum;Gut;Upper East Side;6;0.0;5;2020;1422;6;230946
2128;Gut;Gut;1998.0;;2.0;1998.0;1641;Sehr gut;1;Schlecht;Guter Wohnraum;Gut;Upper East Side;6;0.0;5;2020;1256;5;236867
1140;Gut;Durchschnitt;2005.0;;2.0;2005.0;478;Gut;1;Durchschnitt;Guter Wohnraum;Gut;Upper West Side;8;0.0;4;2020;1337;5;236867
1168;Gut;Durchschnitt;2016.0;;2.0;2016.0;1082;Sehr gut;1;Gut;Rohbau;Gut;Upper East Side;7;2017.0;2;2021;1710;5;328456
542;Durchschnitt;Durchschnitt;1988.0;;2.0;1991.0;907;Durchschnitt;2;Schlecht;Mittlerer Wohnraum;Durchschnitt;Upper East Side;6;0.0;3;2019;1279;6;217002
2458;Durchschnitt;Durchschnitt;1996.0;;1.0;1996.0;624;Durchschnitt;0;;Mittlerer Wohnraum;Durchschnitt;Upper East Side;5;1997.0;3;2020;923;5;157253
873;Durchschnitt;Durchschnitt;1970.0;;1.0;1970.0;1004;Sehr gut;2;Durchschnitt;Rohbau;Durchschnitt;Upper East Side;4;2002.0;3;2022;1788;5;183891
2614;Gut;Durchschnitt;2011.0;;2.0;2011.0;364;Sehr gut;1;Durchschnitt;Rohbau;Gut;Queensland Doors;6;0.0;4;2017;1337;5;181328
1390;Durchschnitt;Durchschnitt;1976.0;;1.0;1984.0;641;Durchschnitt;0;;Kein Wohnraum;Durchschnitt;Queensland Doors;5;0.0;4;2017;988;6;151204
374;Durchschnitt;Durchschnitt;1925.0;;0.0;;558;Sehr gut;1;Gut;Rohbau;Durchschnitt;Lower East Side;6;2012.0;1;2019;1484;6;161960
345;Durchschnitt;Durchschnitt;1970.0;;1.0;1970.0;1108;Durchschnitt;1;Durchschnitt;Rohbau;Durchschnitt;Queensland Doors;5;1988.0;2;2017;1422;5;163663
1228;Durchschnitt;Durchschnitt;1896.0;;1.0;1965.0;970;Gut;0;;Rohbau;Durchschnitt;Lower East Side;4;2006.0;2;2018;1047;7;121665
644;Durchschnitt;Durchschnitt;1931.0;;0.0;;809;Sehr gut;0;;Mittlerer Wohnraum;Durchschnitt;Lower East Side;4;2013.0;3;2018;605;7;104632
562;Durchschnitt;Durchschnitt;1961.0;;2.0;2007.0;720;Durchschnitt;0;;Niedrige Qualität;Durchschnitt;Queensland Doors;6;2007.0;4;2022;1495;7;153717
1626;Durchschnitt;Durchschnitt;1962.0;;1.0;1962.0;967;Durchschnitt;0;;Rohbau;Durchschnitt;Queensland Doors;4;2009.0;4;2022;1461;7;152009
726;Durchschnitt;Durchschnitt;1967.0;;1.0;1967.0;699;Durchschnitt;0;;;Durchschnitt;Queensland Doors;5;0.0;5;2019;1014;5;124001
97;Durchschnitt;Durchschnitt;1939.0;;1.0;1939.0;347;Durchschnitt;1;Sehr schlecht;Rohbau;Gut;Lower East Side;7;1959.0;5;2015;1004;8;113568
2631;Gut;Durchschnitt;2016.0;;2.0;2016.0;732;Sehr gut;1;Gut;Guter Wohnraum;Gut;Heroes Park;7;0.0;1;2020;1358;5;272397
2550;Durchschnitt;Durchschnitt;1931.0;;1.0;1931.0;895;Durchschnitt;1;Gut;Niedrige Qualität;Durchschnitt;Lower East Side;6;2006.0;4;2018;865;8;132006
597;Durchschnitt;Durchschnitt;1974.0;;1.0;1974.0;592;Gut;0;;Rohbau;Durchschnitt;Queensland Doors;5;0.0;3;2021;894;5;149858
1256;Durchschnitt;Durchschnitt;1950.0;;2.0;1950.0;557;Durchschnitt;1;Gut;Freizeitraum;Durchschnitt;Lower East Side;7;1961.0;1;2019;2009;5;189797
627;Gut;Durchschnitt;2015.0;;2.0;2015.0;792;Sehr gut;0;;Guter Wohnraum;Gut;Upper East Side;8;0.0;5;2017;1538;5;304163
803;Durchschnitt;Durchschnitt;1986.0;;2.0;1994.0;806;Durchschnitt;0;;Rohbau;Durchschnitt;Queensland Doors;5;0.0;2;2020;1792;5;175018
1713;Durchschnitt;Gut;1967.0;Familienverkauf;1.0;1967.0;810;Sehr gut;1;Gut;Freizeitraum;Durchschnitt;Upper East Side;5;0.0;1;2022;1112;6;164876
1975;Durchschnitt;Gut;1993.0;;2.0;1996.0;586;Sehr gut;0;;Guter Wohnraum;Durchschnitt;Upper East Side;5;2014.0;2;2019;816;8;174614
2294;Gut;Durchschnitt;2017.0;;2.0;2017.0;756;Sehr gut;0;;Guter Wohnraum;Gut;Upper West Side;7;0.0;1;2022;1500;5;216343
1363;Durchschnitt;Durchschnitt;1989.0;;2.0;1989.0;1016;Durchschnitt;1;Durchschnitt;Mittlerer Wohnraum;Gut;Upper East Side;7;0.0;1;2017;1930;5;224612
534;Durchschnitt;Durchschnitt;1988.0;;2.0;1988.0;196;Durchschnitt;1;Schlecht;Mittlerer Wohnraum;Durchschnitt;Upper East Side;7;0.0;5;2022;1055;5;140053
205;Durchschnitt;Durchschnitt;1930.0;;1.0;1930.0;674;Gut;1;Gut;Niedrige Qualität;Durchschnitt;Upper East Side;7;1960.0;4;2016;1802;6;225085
774;Durchschnitt;Gut;1959.0;;1.0;1959.0;380;Sehr gut;0;;Rohbau;Schlecht;Lower East Side;4;2014.0;4;2022;704;9;101054
1222;Gut;Gut;1992.0;;2.0;1992.0;1121;Sehr gut;1;Durchschnitt;Kein Wohnraum;Gut;Upper East Side;6;0.0;5;2018;1440;7;222525
869;Durchschnitt;Durchschnitt;2005.0;;2.0;2014.0;934;Durchschnitt;0;;Mittlerer Wohnraum;Durchschnitt;Upper East Side;5;0.0;5;2022;1287;5;148024
324;Durchschnitt;Durchschnitt;1974.0;;1.0;1974.0;1021;Durchschnitt;1;Durchschnitt;Mittlerer Wohnraum;Durchschnitt;Queensland Doors;6;0.0;2;2017;1374;5;171969
1023;Durchschnitt;Durchschnitt;1933.0;;0.0;;395;Durchschnitt;1;Gut;Kein Wohnraum;Durchschnitt;Lower East Side;5;1963.0;2;2023;936;7;162086
95;Durchschnitt;Durchschnitt;1989.0;;1.0;1989.0;204;Durchschnitt;0;;Guter Wohnraum;Durchschnitt;Upper East Side;7;0.0;4;2018;1055;7;173373
491;Gut;Durchschnitt;1932.0;;0.0;;484;Durchschnitt;1;Durchschnitt;Rohbau;Gut;Lower East Side;7;2018.0;1;2020;1027;6;157911
1683;Gut;Gut;2006.0;;2.0;2006.0;943;Sehr gut;1;Durchschnitt;Guter Wohnraum;Gut;Upper East Side;7;2007.0;3;2022;1879;5;273161
508;Durchschnitt;Durchschnitt;1987.0;;2.0;1987.0;1018;Durchschnitt;2;Durchschnitt;Mittlerer Wohnraum;Durchschnitt;Upper East Side;6;0.0;5;2018;1062;5;178604
632;Durchschnitt;Durchschnitt;1982.0;;1.0;1982.0;940;Durchschnitt;0;;Mittlerer Wohnraum;Durchschnitt;Queensland Doors;5;2016.0;4;2018;1109;7;169114
2158;Durchschnitt;Durchschnitt;1976.0;;2.0;1976.0;1091;Gut;0;;Niedrige Qualität;Gut;Upper East Side;6;2017.0;3;2017;2087;8;219348
158;Durchschnitt;Durchschnitt;1913.0;;2.0;1933.0;952;Durchschnitt;0;;Kein Wohnraum;Durchschnitt;Lower East Side;3;1983.0;2;2022;1699;5;108171
1002;Durchschnitt;Durchschnitt;1977.0;;1.0;1977.0;929;Durchschnitt;1;Schlecht;Kein Wohnraum;Durchschnitt;Queensland Doors;5;0.0;5;2017;1214;5;167289
660;Durchschnitt;Gut;1988.0;;2.0;1988.0;1099;Durchschnitt;1;Durchschnitt;Mittlerer Wohnraum;Durchschnitt;Upper East Side;6;2006.0;2;2019;2872;7;344166
1077;Durchschnitt;Gut;1976.0;;2.0;1976.0;788;Sehr gut;0;;Guter Wohnraum;Gut;Queensland Doors;6;0.0;1;2023;1054;7;203533
2047;Durchschnitt;Durchschnitt;1976.0;;1.0;1976.0;868;Gut;0;;Mittlerer Wohnraum;Durchschnitt;Queensland Doors;5;0.0;4;2015;980;5;146556
571;Durchschnitt;Gut;1957.0;;1.0;1957.0;757;Durchschnitt;0;;Kein Wohnraum;Schlecht;Queensland Doors;5;1962.0;3;2021;793;6;154648
1433;Durchschnitt;Durchschnitt;1962.0;;1.0;1962.0;971;Durchschnitt;0;;Mittlerer Wohnraum;Durchschnitt;Lower East Side;5;0.0;1;2020;1164;5;164491
1216;Gut;Gut;1989.0;;2.0;1989.0;1669;Durchschnitt;2;Schlecht;Guter Wohnraum;Gut;Upper East Side;7;0.0;4;2019;2064;5;297349
136;Gut;Durchschnitt;2018.0;;2.0;2018.0;359;Sehr gut;0;;Rohbau;Gut;Upper East Side;7;2019.0;5;2020;1250;5;226208
1325;Durchschnitt;Durchschnitt;1987.0;;2.0;1988.0;757;Durchschnitt;1;Durchschnitt;Mittlerer Wohnraum;Durchschnitt;Lower East Side;6;2005.0;5;2016;1212;7;169854
1442;Durchschnitt;Durchschnitt;1932.0;;1.0;1932.0;871;Schlecht;1;Gut;Rohbau;Durchschnitt;Lower East Side;3;1960.0;5;2016;1077;4;102362
143;Durchschnitt;Durchschnitt;1967.0;;2.0;1967.0;1223;Sehr gut;1;Gut;;Durchschnitt;Lower East Side;3;0.0;1;2021;1733;5;191052
1904;Durchschnitt;Durchschnitt;1978.0;;2.0;1978.0;1922;Sehr gut;2;Durchschnitt;Mittlerer Wohnraum;Durchschnitt;Upper East Side;6;0.0;4;2015;988;5;194688
1049;Gut;Durchschnitt;2001.0;;2.0;2001.0;901;Sehr gut;1;Durchschnitt;Guter Wohnraum;Gut;Upper East Side;8;0.0;3;2015;1915;5;237952
580;Durchschnitt;Durchschnitt;1976.0;;1.0;1976.0;809;Gut;0;;Mittlerer Wohnraum;Durchschnitt;Lower East Side;5;0.0;3;2016;1059;6;160293
1602;Gut;Gut;1902.0;;3.0;2003.0;2063;Sehr gut;2;Durchschnitt;Rohbau;Sehr gut;Lower East Side;10;2003.0;4;2016;3608;9;534310
398;Durchschnitt;Durchschnitt;1965.0;;1.0;1965.0;831;Durchschnitt;0;;Kein Wohnraum;Durchschnitt;Queensland Doors;5;2016.0;1;2018;1056;7;169601
1689;Gut;Durchschnitt;2007.0;;2.0;2007.0;939;Sehr gut;1;Durchschnitt;Rohbau;Gut;Upper East Side;7;0.0;5;2019;2037;5;289758
315;Durchschnitt;Durchschnitt;1955.0;;1.0;1955.0;859;Durchschnitt;0;;Freizeitraum;Durchschnitt;Lower East Side;6;1960.0;4;2016;1182;7;134983
2357;Gut;Durchschnitt;2015.0;;2.0;2015.0;745;Sehr gut;0;;Guter Wohnraum;Gut;Upper West Side;7;0.0;3;2019;1582;5;235222
84;Durchschnitt;Durchschnitt;1925.0;;0.0;;490;Sehr gut;0;;Rohbau;Durchschnitt;Lower East Side;6;1963.0;3;2022;2229;6;118419
2179;Durchschnitt;Gut;1956.0;;0.0;;341;Gut;0;;Mittlerer Wohnraum;Gut;Lower East Side;5;2008.0;4;2018;866;9;134440
